Station,Sediment sample,Latitude Degrees,Latitude Minutes,Latitude Seconds,North/South,Longitude Degrees,Longitude Minutes,Longitude Seconds,East/West,Decimal Longitude,Decimal Latitude,Location,FAOarea,Water body,Sea Area,Place,Date,Gear,Depth (fathoms),Bottom water temperature (C),Bottom temp (F),Bottom water depth D (fathoms),Specific Gravity at bottom,Surface temp (C),Surface temp (F),Specific Gravity at surface,Temp (F) at 10 Fathoms,Temp (F) at 20 Fathoms,Temp (F) at 25 Fathoms,Temp (F) at 30 Fathoms,Temp (F) at 40 Fathoms,Temp (F) at 50 Fathoms,Temp (F) at 60 Fathoms,Temp (F) at 70 Fathoms,Temp (F) at 75 Fathoms,Temp (F) at 80 Fathoms,Temp (F) at 90 Fathoms,Temp (F) at 100 Fathoms,Temp (F) at 110 Fathoms,Temp (F) at 120 Fathoms,Temp (F) at 125 Fathoms,Temp (F) at 130 Fathoms,Temp (F) at 140 Fathoms,Temp (F) at 150 Fathoms,Temp (F) at 160 Fathoms,Temp (F) at 170 Fathoms,Temp (F) at 175 Fathoms,Temp (F) at 180 Fathoms,Temp (F) at 190 Fathoms,Temp (F) at 200 Fathoms,Temp (F) at 225 Fathoms,Temp (F) at 250 Fathoms,Temp (F) at 275 Fathoms,Temp (F) at 300 Fathoms,Temp (F) at 400 Fathoms,Temp (F) at 500 Fathoms,Temp (F) at 600 Fathoms,Temp (F) at 700 Fathoms,Temp (F) at 800 Fathoms,Temp (F) at 900 Fathoms,Temp (F) at 1000 Fathoms,Temp (F) at 1100 Fathoms,Temp (F) at 1200 Fathoms,Temp (F) at 1300 Fathoms,Temp (F) at 1330 Fathoms,Temp (F) at 1400 Fathoms,Temp (F) at 1450 Fathoms,Temp (F) at 1500 Fathoms,Temp (F) at 1530 Fathoms,Temp (F) at 1580 Fathoms,Temp (F) at 1600 Fathoms,Temp (F) at 1650 Fathoms,Temp (F) at 1700 Fathoms,Temp (F) at 1725 Fathoms,Temp (F) at 1730 Fathoms,Temp (F) at 1775 Fathoms,Temp (F) at 1780 Fathoms,Temp (F) at 1800 Fathoms,Temp (F) at 1825 Fathoms,Temp (F) at 1850 Fathoms,Temp (F) at 1900 Fathoms,Temp (F) at 1915 Fathoms,Temp (F) at 1980 Fathoms,Temp (F) at 2000 Fathoms,Temp (F) at 2025 Fathoms,Temp (F) at 2100 Fathoms,Temp (F) at 2125 Fathoms,Temp (F) at 2180 Fathoms,Temp (F) at 2200 Fathoms,Temp (F) at 2225 Fathoms,Temp (F) at 2270 Fathoms,Temp (F) at 2300 Fathoms,Temp (F) at 2325 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2425 Fathoms,Temp (F) at 2440 Fathoms,Temp (F) at 2500 Fathoms,Temp (F) at 2525 Fathoms,Temp (F) at 2600 Fathoms,Temp (F) at 2625 Fathoms,Temp (F) at 2650 Fathoms,Temp (F) at 2675 Fathoms,Temp (F) at 2700 Fathoms,Temp (F) at 2775 Fathoms,Temp (F) at 2800 Fathoms,Temp (F) at 2900 Fathoms
99,,7,53,0,N,17,26,0,W,-17.433333333333334,7.883333333333333,Off Sierra Leone,34,Eastern Central Atlantic Ocean,,Sierra Leone,15/08/1873,,,,,,,25.555555555555554,78.0,,,,,,,63.2,,,,,,56.2,,,,,,,,,,,,49.8,,,,45.8,42.2,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,7,1,0,N,15,55,0,W,-15.916666666666666,7.016666666666667,Off Sierra Leone,34,Eastern Central Atlantic Ocean,,Sierra Leone,16/08/1873,,2425.0,,,,,26.11111111111111,79.0,,79.0,78.0,,73.4,64.2,60.8,,,56.8,,,55.2,,,,,,,,,,,,49.5,,,,45.0,42.0,40.4,39.7,39.4,39.1,38.8,38.5,38.2,38.0,37.8,,37.6,,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Blue mud,5,48,0,N,14,20,0,W,-14.333333333333334,5.8,Sierra Leone Basin,34,Eastern Central Atlantic Ocean,,Sierra Leone,19/08/1873,Trawl,2500.0,2.4444444444444438,36.4,,,26.22222222222222,79.2,1.02348,,,72.6,,,62.5,,,58.8,,,56.2,,,54.1,,,52.2,,,,,,48.3,,,,43.3,40.8,39.7,39.5,39.4,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Globigerina ooze,3,8,0,N,14,29,0,W,-14.483333333333333,3.1333333333333333,Sierra Leone Basin,34,Eastern Central Atlantic Ocean,,Sierra Leone,21/08/1873,,2450.0,2.4444444444444438,36.4,2450.0,1.02796,25.555555555555554,78.0,1.02324,78.5,76.2,,73.5,70.5,67.8,65.0,,61.0,,,57.0,,,,,,51.3,,,,,,46.8,,,,41.8,40.6,39.9,39.4,39.0,38.7,38.4,38.1,37.8,37.6,37.4,,37.2,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Globigerina ooze,2,52,0,N,17,0,0,W,-17.0,2.8666666666666667,Sierra Leone Basin,34,Eastern Central Atlantic Ocean,,Sierra Leone,22/08/1873,,2475.0,2.2222222222222223,36.0,,,25.0,77.0,,,76.5,,74.7,70.5,63.8,62.2,60.8,,59.4,57.9,56.4,,,,,,51.5,,,,,,47.5,,,,43.0,40.6,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Globigerina ooze,2,25,0,N,20,1,0,W,-20.016666666666666,2.4166666666666665,Sierra Leone Basin,34,Eastern Central Atlantic Ocean,,Sierra Leone,23/08/1873,Trawl,2500.0,2.5555555555555562,36.6,2500.0,1.02801,25.555555555555554,78.0,1.02339,78.4,77.8,,76.0,68.8,63.8,60.5,,,,,55.0,,,,,,,,,,,,49.0,,,,45.0,42.4,40.7,39.7,39.2,38.9,38.6,38.2,37.9,37.6,37.3,,37.0,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Globigerina ooze,2,6,0,N,22,53,0,W,-22.883333333333333,2.1,Sierra Leone Basin,34,Eastern Central Atlantic Ocean,,Sierra Leone,24/08/1873,,2275.0,2.2222222222222223,36.0,,,25.555555555555554,78.0,,,,,,,,,,,,,56.0,,,,,,,,,,,,46.0,,,,42.8,41.0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Globigerina ooze,1,47,0,N,24,26,0,W,-24.433333333333334,1.7833333333333332,Mid Atlantic Ridge,34,Eastern Central Atlantic Ocean,,,25/08/1873,Trawl,1850.0,2.5555555555555562,36.6,,,25.999999999999996,78.8,1.02332,78.6,78.4,,78.2,76.2,62.4,59.0,58.0,,,,55.0,,,,,,,,,,,,45.0,,,,40.7,40.5,40.3,40.2,40.1,40.0,39.6,39.2,38.8,38.4,38.0,,37.6,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Globigerina ooze,1,22,0,N,26,36,0,W,-26.6,1.3666666666666667,Mid Atlantic Ridge,34,Eastern Central Atlantic Ocean,,,26/08/1873,Trawl,1500.0,3.277777777777777,37.9,,,25.999999999999996,78.8,1.02335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Globigerina ooze,1,10,0,N,28,23,0,W,-28.383333333333333,1.1666666666666667,Mid Atlantic Ridge,34,Eastern Central Atlantic Ocean,,,27/08/1873,,1900.0,2.666666666666665,36.8,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Hard ground,0,55,38,N,29,22,35,W,-29.37638888888889,0.9272222222222222,St. Paul Rocks,34,Eastern Central Atlantic Ocean,,Brazil,28/08/1873,Dredge,104.0,,,,,25.38888888888889,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109A,Hard ground,0,54,43,N,29,23,32,W,-29.392222222222223,0.9119444444444444,St. Paul Rocks,34,Eastern Central Atlantic Ocean,,Brazil,29/08/1873,,475.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109B,Hard ground,0,54,55,N,29,22,17,W,-29.37138888888889,0.9152777777777777,St. Paul Rocks,34,Eastern Central Atlantic Ocean,,Brazil,29/08/1873,,510.0,,,,,24.72222222222222,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109C,Globigerina ooze,0,56,23,N,29,22,15,W,-29.370833333333334,0.9397222222222222,St. Paul Rocks,34,Eastern Central Atlantic Ocean,,Brazil,29/08/1873,,780.0,,,,,24.72222222222222,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109D,Globigerina ooze,0,56,4,N,29,25,2,W,-29.41722222222222,0.9344444444444444,St. Paul Rocks,34,Eastern Central Atlantic Ocean,,Brazil,29/08/1873,,1425.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Globigerina ooze,0,9,0,N,30,18,0,W,-30.3,0.15,South of St. Paul Rocks,41,Southwest Atlantic Ocean,,Brazil,30/08/1873,,2275.0,1.555555555555554,34.8,2275.0,1.02809,25.27777777777778,77.5,1.02408,77.4,77.2,,77.0,71.8,67.0,62.7,,59.8,,,56.2,,,,,,,,,,,,46.8,,,,42.0,40.0,39.8,39.6,39.4,39.2,38.8,38.4,38.0,37.6,37.3,,37.0,,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Globigerina ooze,1,45,0,S,30,58,0,W,-30.966666666666665,-1.75,Between St. Paul Rocks and Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,31/08/1873,,2475.0,0.944444444444446,33.7,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Globigerina ooze,3,33,0,S,32,16,0,W,-32.266666666666666,-3.55,North of Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,01/09/1873,,2200.0,1.1111111111111112,34.0,2200.0,1.02817,25.555555555555554,78.0,,78.0,78.0,,77.5,73.3,63.2,59.0,,56.5,,,54.4,,,,,,,,,,,,46.8,,,,42.0,40.0,39.7,39.7,39.7,39.7,38.6,38.1,37.9,37.8,37.7,,37.6,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Globigerina ooze,3,40,45,S,32,22,0,W,-32.36666666666667,-3.6791666666666667,North of Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,01/09/1873,,1010.0,3.0555555555555554,37.5,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113A,Hard ground,3,47,0,S,32,24,30,W,-32.40833333333333,-3.783333333333333,Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,01/09/1873,,25.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113B,Hard ground,3,50,30,S,32,30,0,W,-32.5,-3.841666666666667,Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,03/09/1873,,400.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113C,Hard ground,3,54,0,S,32,36,15,W,-32.60416666666667,-3.9,South of Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,03/09/1873,,525.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Hard ground,3,58,0,S,32,42,0,W,-32.7,-3.966666666666667,SW of Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,03/09/1873,,820.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Globigerina ooze,4,2,0,S,32,47,0,W,-32.78333333333333,-4.033333333333333,SW of Fernando Noronha Island,41,Southwest Atlantic Ocean,,Brazil,03/09/1873,,2150.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Globigerina ooze,5,1,0,S,33,50,0,W,-33.833333333333336,-5.016666666666667,"Off Cape Sao Roque, Brazil",41,Southwest Atlantic Ocean,,Brazil,04/09/1873,,2275.0,1.2777777777777761,34.3,2275.0,1.02818,25.555555555555554,78.0,1.02362,,,,,,,,,,,,54.5,,,,,,,,,,,,45.4,,,,41.9,40.0,39.3,39.0,38.7,38.5,38.3,38.1,37.9,37.7,37.5,,37.2,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Globigerina ooze,5,56,0,S,34,50,0,W,-34.833333333333336,-5.933333333333334,"Off Cape Sao Roque, Brazil",41,Southwest Atlantic Ocean,,Brazil,06/09/1873,,1375.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117A,Red mud,6,4,0,S,34,51,0,W,-34.85,-6.066666666666666,"Off Cape Sao Roque, Brazil",41,Southwest Atlantic Ocean,,Brazil,06/09/1873,,500.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Globigerina ooze,7,28,0,S,34,2,0,W,-34.03333333333333,-7.466666666666667,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,08/09/1873,,2050.0,1.7777777777777792,35.2,,,25.27777777777778,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Globigerina ooze,7,39,0,S,34,12,0,W,-34.2,-7.65,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,08/09/1873,,1650.0,2.8888888888888906,37.2,,,25.27777777777778,77.5,1.0248,,,,,,,,,,,,62.2,,,,,,,,,,,,47.5,,,,41.0,39.5,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Red mud,8,37,0,S,34,28,0,W,-34.46666666666667,-8.616666666666667,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,09/09/1873,Trawl,675.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Red mud,8,28,0,S,34,31,0,W,-34.516666666666666,-8.466666666666667,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,09/09/1873,Trawl,500.0,,,,,25.555555555555554,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Red clay,9,5,0,S,34,50,0,W,-34.833333333333336,-9.083333333333334,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,10/09/1873,Trawl,350.0,,,,,25.27777777777778,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122A,Red clay,9,10,0,S,34,52,0,W,-34.86666666666667,-9.166666666666666,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,10/09/1873,Trawl,120.0,,,,,25.27777777777778,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122B,Red sandy mud,9,9,0,S,34,53,0,W,-34.88333333333333,-9.15,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,10/09/1873,Trawl,32.0,,,,,25.27777777777778,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122C,Red mud,9,10,0,S,34,49,0,W,-34.81666666666667,-9.166666666666666,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,10/09/1873,Trawl,400.0,,,400.0,,25.27777777777778,77.5,1.0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Globigerina ooze,10,9,0,S,35,11,0,W,-35.18333333333333,-10.15,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,11/09/1873,,1715.0,2.7777777777777777,37.0,,,25.27777777777778,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Globigerina ooze,10,11,0,S,35,22,0,W,-35.36666666666667,-10.183333333333334,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,11/09/1873,Trawl,1600.0,,,1600.0,,25.27777777777778,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Red mud,10,46,0,S,36,2,0,W,-36.03333333333333,-10.766666666666667,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,12/09/1873,,1200.0,,,1200.0,,25.0,77.0,1.02495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Red mud,10,46,0,S,36,8,0,W,-36.13333333333333,-10.766666666666667,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,12/09/1873,Trawl,770.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126A,Red mud,10,45,0,S,36,9,0,W,-36.15,-10.75,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,12/09/1873,Trawl,700.0,,,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Red mud,11,42,0,S,37,3,0,W,-37.05,-11.7,"Off Pernambuco, Brazil",41,Southwest Atlantic Ocean,,Brazil,13/09/1873,,1015.0,3.611111111111111,38.5,,,25.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Globigerina ooze,13,6,0,S,38,7,0,W,-38.11666666666667,-13.1,"Off Bahia, Brazil",41,Southwest Atlantic Ocean,,Brazil,14/09/1873,,1275.0,,,,,24.72222222222222,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Globigerina ooze,20,13,0,S,35,19,0,W,-35.31666666666667,-20.216666666666665,"Off Spirito Santo, Brazil",41,Southwest Atlantic Ocean,,Brazil,30/09/1873,Dredge,2150.0,1.2222222222222239,34.2,,,23.333333333333332,74.0,1.02557,,,,,,,,,65.9,,,63.2,,,,,,,,,,,,51.5,,,,43.5,40.1,38.8,38.1,37.7,37.3,37.1,36.9,36.7,36.5,36.3,,36.1,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Globigerina ooze,26,15,0,S,32,56,0,W,-32.93333333333333,-26.25,Brazilian Basin,41,Southwest Atlantic Ocean,,Brazil,03/10/1873,Trawl,2350.0,1.5000000000000016,34.7,2350.0,1.02928,20.555555555555554,69.0,1.02587,,,,,,,,,,,,,60.5,,,,,,,,,,,54.3,,,,48.3,42.8,39.0,38.0,37.5,37.3,37.1,37.0,36.9,36.8,36.7,,36.6,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Globigerina ooze,29,35,0,S,28,9,0,W,-28.15,-29.583333333333332,Brazilian Basin,41,Southwest Atlantic Ocean,,Brazil,06/10/1873,Trawl,2275.0,1.4444444444444453,34.6,,,18.333333333333332,65.0,1.02607,,,,,,,,,,,,61.0,,,,,,,,,,,,54.7,,,,48.5,42.2,39.2,37.9,37.5,37.3,37.1,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Globigerina ooze,35,25,0,S,23,40,0,W,-23.666666666666668,-35.416666666666664,Mid Atlantic Ridge,41,Southwest Atlantic Ocean,,,10/10/1873,,2050.0,1.6666666666666665,35.0,2050.0,1.02796,14.444444444444445,58.0,1.02642,58.0,,,,,,,,,,,55.2,,,,,,,,,,,,50.0,,,,43.8,40.0,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Globigerina ooze,35,41,0,S,20,55,0,W,-20.916666666666668,-35.68333333333333,Mid Atlantic Ridge,41,Southwest Atlantic Ocean,,,11/10/1873,Trawl,1900.0,1.888888888888888,35.4,1900.0,1.02792,14.444444444444445,58.0,1.0265,,,57.5,,,56.9,,,56.2,,,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Globigerina ooze,36,12,0,S,12,16,0,W,-12.266666666666667,-36.2,North of Tristan da Cunha Island,47,Southeast Atlantic Ocean,,British Overseas Territory,14/10/1873,Dredge,2025.0,2.2222222222222223,36.0,2025.0,1.02786,11.944444444444445,53.5,1.02679,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,37.2,,37.0,,36.8,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Volcanic sand,37,1,50,S,12,19,10,W,-12.319444444444445,-37.03055555555555,Tristan da Cunha Island,47,Southeast Atlantic Ocean,,British Overseas Territory,15/10/1873,,360.0,,,,,11.944444444444445,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135A,"Hard ground, shells and gravel",37,16,50,S,12,45,15,W,-12.754166666666666,-37.28055555555555,Inaccessible Island (Tristan da Cunha Island),47,Southeast Atlantic Ocean,,British Overseas Territory,16/10/1873,Dredge,75.0,,,,,12.222222222222221,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135B,"Hard ground, shells and gravel",37,22,30,S,12,33,0,W,-12.55,-37.375,Nightingale Island (Tristan da Cunha Island),47,Southeast Atlantic Ocean,,British Overseas Territory,17/10/1873,,465.0,,,,,11.944444444444445,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135C,Coarse shells,37,25,30,S,12,28,30,W,-12.475,-37.425,Nightingale Island (Tristan da Cunha Island),47,Southeast Atlantic Ocean,,British Overseas Territory,17/10/1873,Dredge,110.0,,,,,12.222222222222221,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135D,Coarse shells,37,25,0,S,12,30,30,W,-12.508333333333333,-37.416666666666664,Nightingale Island (Tristan da Cunha Island),47,Southeast Atlantic Ocean,,British Overseas Territory,17/10/1873,Dredge,72.0,,,,,12.222222222222221,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135E,"Hard ground, shells and gravel",37,21,0,S,12,22,30,W,-12.375,-37.35,Tristan da Cunha Island,47,Southeast Atlantic Ocean,,British Overseas Territory,18/10/1873,Dredge,1000.0,,,,,11.944444444444445,53.5,,,,,,,,,,,,,48.5,,,,,,,,,,,,45.1,,,,42.3,40.0,38.3,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135F,Hard ground,37,14,45,S,12,20,15,W,-12.3375,-37.24583333333334,Tristan da Cunha Island,47,Southeast Atlantic Ocean,,British Overseas Territory,18/10/1873,Dredge,1100.0,,,,,11.944444444444445,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135G,Hard ground,37,10,50,S,12,18,30,W,-12.308333333333334,-37.18055555555555,Tristan da Cunha Island,47,Southeast Atlantic Ocean,,British Overseas Territory,18/10/1873,Dredge,550.0,,,,,12.222222222222221,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,36,43,0,S,7,13,0,W,-7.216666666666667,-36.71666666666667,East of Tristan da Cunha Island,47,Southeast Atlantic Ocean,,British Overseas Territory,20/10/1873,Dredge,2100.0,1.7777777777777792,35.2,2100.0,1.02798,12.222222222222221,54.0,1.02685,,,,,,,,,,,,52.2,,,,,,,,,,,,49.2,,,,43.2,39.5,38.0,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Globigerina ooze,35,59,0,S,1,34,0,E,1.5666666666666667,-35.983333333333334,Cape Basin,47,Southeast Atlantic Ocean,,South Africa,23/10/1873,Dredge,2550.0,1.3888888888888888,34.5,2550.0,1.02793,13.38888888888889,56.1,1.02681,,,,,,56.0,,,,,,55.6,,,,,,54.3,,,,54.3,,51.8,,47.9,,44.6,40.4,38.7,,37.0,,36.8,,36.6,,36.5,,,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Red clay,36,22,0,S,8,12,0,E,8.2,-36.36666666666667,Cape Basin,47,Southeast Atlantic Ocean,,South Africa,25/10/1873,,2560.0,1.722222222222223,35.1,2650.0,1.02786,13.444444444444446,56.2,1.02674,,,,,,56.1,,,,,,56.0,,,,,,53.5,,,,,,50.5,,47.0,,44.0,39.9,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
